Type;Utility Action;Utility Premise;Proof;Applied Action;attr;my_gain;highest_gain;subset_size;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 35-39) = DISTINCT;ITERATE FURTHER ON tumor-size = 35-39;irradiat;0.311278124459133;0.811278124459133;4;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.311278124459133;0.811278124459133;6;
INFER;Calculate Attribute Gain; ; ;;age;0.91829583405449;0;6;
INFER;Select best attribute; ; ;;age;0.91829583405449;0.91829583405449;6;
INFER;Calculate Attribute Gain; ; ;;menopause;0.251629167387823;0.91829583405449;6;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.251629167387823;0.91829583405449;6;
INFER;Calculate Attribute Gain; ; ;;breast;0.251629167387823;0.91829583405449;6;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.251629167387823;0.91829583405449;6;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.91829583405449;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.91829583405449;CREATE NODE FOR age;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 30-39) = recurrence-events;CREATE LEAF FOR age = 30-39;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = no-recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 60-69) = 0;NOTHING TO DO FOR age = 60-69;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 50-59) = no-recurrence-events;CREATE LEAF FOR age = 50-59;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to 35-39;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;tumor-size = 35-39 considered fully.;MOVE UP TO ATTRIBUTE. Back to 0-2;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 5-sep) = 0;NOTHING TO DO FOR tumor-size = 5-sep;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 45-49) = 0;NOTHING TO DO FOR tumor-size = 45-49;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;tumor-size  considered fully.;MOVE UP TO VALUE. Back to 0-2;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 0-2 considered fully.;MOVE UP TO ATTRIBUTE. Back to 3;irradiat;0.251629167387823;0.91829583405449;6;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = 6-aug) = DISTINCT;ITERATE FURTHER ON inv-nodes = 6-aug;irradiat;0.251629167387823;0.91829583405449;6;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.251629167387823;0.91829583405449;10;
INFER;Calculate Attribute Gain; ; ;;age;0.193506843372934;0;10;
INFER;Select best attribute; ; ;;age;0.193506843372934;0.193506843372934;10;
INFER;Calculate Attribute Gain; ; ;;menopause;0.054824648581652;0.193506843372934;10;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.468995593589281;0.193506843372934;10;
INFER;Select best attribute; ; ;;tumor-size;0.468995593589281;0.468995593589281;10;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0160630922912001;0.468995593589281;10;
INFER;Calculate Attribute Gain; ; ;;breast;0.0160630922912001;0.468995593589281;10;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.468995593589281;0.468995593589281;10;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(tumor-size) = 0.468995593589281;REMOVE tumor-size FROM SPLIT CONSIDERATION;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Node;Highest gain has been determined.;gain(tumor-size) = 0.468995593589281;CREATE NODE FOR tumor-size;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 30-34) = recurrence-events;CREATE LEAF FOR tumor-size = 30-34;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 20-24) = 0;NOTHING TO DO FOR tumor-size = 20-24;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 15-19) = recurrence-events;CREATE LEAF FOR tumor-size = 15-19;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 0-4) = 0;NOTHING TO DO FOR tumor-size = 0-4;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 25-29) = recurrence-events;CREATE LEAF FOR tumor-size = 25-29;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 50-54) = 0;NOTHING TO DO FOR tumor-size = 50-54;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = okt-14) = recurrence-events;CREATE LEAF FOR tumor-size = okt-14;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 40-44) = recurrence-events;CREATE LEAF FOR tumor-size = 40-44;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 35-39) = recurrence-events;CREATE LEAF FOR tumor-size = 35-39;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 5-sep) = 0;NOTHING TO DO FOR tumor-size = 5-sep;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 45-49) = no-recurrence-events;CREATE LEAF FOR tumor-size = 45-49;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;tumor-size  considered fully.;MOVE UP TO VALUE. Back to 6-aug;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 6-aug considered fully.;MOVE UP TO ATTRIBUTE. Back to 3;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 9-nov) = recurrence-events;CREATE LEAF FOR inv-nodes = 9-nov;irradiat;0.144484343805628;0.468995593589281;10;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = 3-mei) = DISTINCT;ITERATE FURTHER ON inv-nodes = 3-mei;irradiat;0.144484343805628;0.468995593589281;10;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.144484343805628;0.468995593589281;13;
INFER;Calculate Attribute Gain; ; ;;age;0.0351519880068952;0;13;
INFER;Select best attribute; ; ;;age;0.0351519880068952;0.0351519880068952;13;
INFER;Calculate Attribute Gain; ; ;;menopause;0.017801027300537;0.0351519880068952;13;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.188998141853049;0.0351519880068952;13;
INFER;Select best attribute; ; ;;tumor-size;0.188998141853049;0.188998141853049;13;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0599738339018079;0.188998141853049;13;
INFER;Calculate Attribute Gain; ; ;;breast;0.0254829865397581;0.188998141853049;13;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.110360144059777;0.188998141853049;13;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.00190556450461793;0.188998141853049;13;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(tumor-size) = 0.188998141853049;REMOVE tumor-size FROM SPLIT CONSIDERATION;irradiat;0.00190556450461793;0.188998141853049;13;
DECIDE;Add New Node;Highest gain has been determined.;gain(tumor-size) = 0.188998141853049;CREATE NODE FOR tumor-size;irradiat;0.00190556450461793;0.188998141853049;13;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 30-34) = DISTINCT;ITERATE FURTHER ON tumor-size = 30-34;irradiat;0.00190556450461793;0.188998141853049;13;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.00190556450461793;0.188998141853049;5;
INFER;Calculate Attribute Gain; ; ;;age;0.721928094887362;0;5;
INFER;Select best attribute; ; ;;age;0.721928094887362;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;menopause;0.072905595320056;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.721928094887362;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;breast;0.170950594454669;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.170950594454669;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.721928094887362;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.721928094887362;CREATE NODE FOR age;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 30-39) = recurrence-events;CREATE LEAF FOR age = 30-39;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 60-69) = no-recurrence-events;CREATE LEAF FOR age = 60-69;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 50-59) = recurrence-events;CREATE LEAF FOR age = 50-59;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to 30-34;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;tumor-size = 30-34 considered fully.;MOVE UP TO ATTRIBUTE. Back to 3-mei;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 20-24) = recurrence-events;CREATE LEAF FOR tumor-size = 20-24;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 15-19) = 0;NOTHING TO DO FOR tumor-size = 15-19;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 0-4) = 0;NOTHING TO DO FOR tumor-size = 0-4;irradiat;0.072905595320056;0.721928094887362;5;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 25-29) = DISTINCT;ITERATE FURTHER ON tumor-size = 25-29;irradiat;0.072905595320056;0.721928094887362;5;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.072905595320056;0.721928094887362;3;
INFER;Calculate Attribute Gain; ; ;;age;0.251629167387823;0;3;
INFER;Select best attribute; ; ;;age;0.251629167387823;0.251629167387823;3;
INFER;Calculate Attribute Gain; ; ;;menopause;0.91829583405449;0.251629167387823;3;
INFER;Select best attribute; ; ;;menopause;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;node-caps;0;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(menopause) = 0.91829583405449;REMOVE menopause FROM SPLIT CONSIDERATION;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Node;Highest gain has been determined.;gain(menopause) = 0.91829583405449;CREATE NODE FOR menopause;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(menopause = premeno) = recurrence-events;CREATE LEAF FOR menopause = premeno;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(menopause = ge40) = no-recurrence-events;CREATE LEAF FOR menopause = ge40;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(menopause = lt40) = 0;NOTHING TO DO FOR menopause = lt40;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;menopause  considered fully.;MOVE UP TO VALUE. Back to 25-29;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;tumor-size = 25-29 considered fully.;MOVE UP TO ATTRIBUTE. Back to 3-mei;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 50-54) = 0;NOTHING TO DO FOR tumor-size = 50-54;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = okt-14) = 0;NOTHING TO DO FOR tumor-size = okt-14;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 40-44) = DISTINCT;ITERATE FURTHER ON tumor-size = 40-44;irradiat;0.91829583405449;0.91829583405449;3;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;age;0.91829583405449;0;3;
INFER;Select best attribute; ; ;;age;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;menopause;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.251629167387823;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast;0;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.91829583405449;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.91829583405449;CREATE NODE FOR age;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 30-39) = no-recurrence-events;CREATE LEAF FOR age = 30-39;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = no-recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 60-69) = recurrence-events;CREATE LEAF FOR age = 60-69;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 50-59) = 0;NOTHING TO DO FOR age = 50-59;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to 40-44;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;tumor-size = 40-44 considered fully.;MOVE UP TO ATTRIBUTE. Back to 3-mei;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 35-39) = 0;NOTHING TO DO FOR tumor-size = 35-39;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 5-sep) = 0;NOTHING TO DO FOR tumor-size = 5-sep;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 45-49) = 0;NOTHING TO DO FOR tumor-size = 45-49;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;tumor-size  considered fully.;MOVE UP TO VALUE. Back to 3-mei;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 3-mei considered fully.;MOVE UP TO ATTRIBUTE. Back to 3;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = 15-17) = DISTINCT;ITERATE FURTHER ON inv-nodes = 15-17;irradiat;0.91829583405449;0.91829583405449;3;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.91829583405449;0.91829583405449;5;
INFER;Calculate Attribute Gain; ; ;;age;0.419973094021975;0;5;
INFER;Select best attribute; ; ;;age;0.419973094021975;0.419973094021975;5;
INFER;Calculate Attribute Gain; ; ;;menopause;0.970950594454669;0.419973094021975;5;
INFER;Select best attribute; ; ;;menopause;0.970950594454669;0.970950594454669;5;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.570950594454669;0.970950594454669;5;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.321928094887362;0.970950594454669;5;
INFER;Calculate Attribute Gain; ; ;;breast;0.0199730940219749;0.970950594454669;5;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.419973094021975;0.970950594454669;5;
INFER;Calculate Attribute Gain; ; ;;irradiat;0;0.970950594454669;5;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(menopause) = 0.970950594454669;REMOVE menopause FROM SPLIT CONSIDERATION;irradiat;0;0.970950594454669;5;
DECIDE;Add New Node;Highest gain has been determined.;gain(menopause) = 0.970950594454669;CREATE NODE FOR menopause;irradiat;0;0.970950594454669;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(menopause = premeno) = recurrence-events;CREATE LEAF FOR menopause = premeno;irradiat;0;0.970950594454669;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(menopause = ge40) = no-recurrence-events;CREATE LEAF FOR menopause = ge40;irradiat;0;0.970950594454669;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(menopause = lt40) = 0;NOTHING TO DO FOR menopause = lt40;irradiat;0;0.970950594454669;5;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;menopause  considered fully.;MOVE UP TO VALUE. Back to 15-17;irradiat;0;0.970950594454669;5;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 15-17 considered fully.;MOVE UP TO ATTRIBUTE. Back to 3;irradiat;0;0.970950594454669;5;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = dec-14) = DISTINCT;ITERATE FURTHER ON inv-nodes = dec-14;irradiat;0;0.970950594454669;5;
INFER;Receive Subset For Iteration; ; ;;irradiat;0;0.970950594454669;3;
INFER;Calculate Attribute Gain; ; ;;age;0;0;3;
INFER;Calculate Attribute Gain; ; ;;menopause;0.251629167387823;0;3;
INFER;Select best attribute; ; ;;menopause;0.251629167387823;0.251629167387823;3;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.91829583405449;0.251629167387823;3;
INFER;Select best attribute; ; ;;tumor-size;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.251629167387823;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;irradiat;0;0.91829583405449;3;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(tumor-size) = 0.91829583405449;REMOVE tumor-size FROM SPLIT CONSIDERATION;irradiat;0;0.91829583405449;3;
DECIDE;Add New Node;Highest gain has been determined.;gain(tumor-size) = 0.91829583405449;CREATE NODE FOR tumor-size;irradiat;0;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 30-34) = recurrence-events;CREATE LEAF FOR tumor-size = 30-34;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 20-24) = 0;NOTHING TO DO FOR tumor-size = 20-24;irradiat;0;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 15-19) = no-recurrence-events;CREATE LEAF FOR tumor-size = 15-19;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 0-4) = 0;NOTHING TO DO FOR tumor-size = 0-4;irradiat;0;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(tumor-size = 25-29) = recurrence-events;CREATE LEAF FOR tumor-size = 25-29;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 50-54) = 0;NOTHING TO DO FOR tumor-size = 50-54;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = okt-14) = 0;NOTHING TO DO FOR tumor-size = okt-14;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 40-44) = 0;NOTHING TO DO FOR tumor-size = 40-44;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 35-39) = 0;NOTHING TO DO FOR tumor-size = 35-39;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 5-sep) = 0;NOTHING TO DO FOR tumor-size = 5-sep;irradiat;0;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(tumor-size = 45-49) = 0;NOTHING TO DO FOR tumor-size = 45-49;irradiat;0;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;tumor-size  considered fully.;MOVE UP TO VALUE. Back to dec-14;irradiat;0;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = dec-14 considered fully.;MOVE UP TO ATTRIBUTE. Back to 3;irradiat;0;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 24-26) = recurrence-events;CREATE LEAF FOR inv-nodes = 24-26;irradiat;0;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;inv-nodes  considered fully.;MOVE UP TO VALUE. Back to 3;irradiat;0;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;deg-malig = 3 considered fully.;MOVE UP TO ATTRIBUTE. Back to ;irradiat;0;0.91829583405449;3;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(deg-malig = 2) = DISTINCT;ITERATE FURTHER ON deg-malig = 2;irradiat;0;0.91829583405449;3;
INFER;Receive Subset For Iteration; ; ;;irradiat;0;0.91829583405449;129;
INFER;Calculate Attribute Gain; ; ;;age;0.00633953903597853;0;129;
INFER;Select best attribute; ; ;;age;0.00633953903597853;0.00633953903597853;129;
INFER;Calculate Attribute Gain; ; ;;menopause;0.00331125587766096;0.00633953903597853;129;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.0667278644015395;0.00633953903597853;129;
INFER;Select best attribute; ; ;;tumor-size;0.0667278644015395;0.0667278644015395;129;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.0376113739145682;0.0667278644015395;129;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.00827531882185531;0.0667278644015395;129;
INFER;Calculate Attribute Gain; ; ;;breast;0.00125452327248088;0.0667278644015395;129;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.0234126690317397;0.0667278644015395;129;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.00687977142009819;0.0667278644015395;129;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(tumor-size) = 0.0667278644015395;REMOVE tumor-size FROM SPLIT CONSIDERATION;irradiat;0.00687977142009819;0.0667278644015395;129;
DECIDE;Add New Node;Highest gain has been determined.;gain(tumor-size) = 0.0667278644015395;CREATE NODE FOR tumor-size;irradiat;0.00687977142009819;0.0667278644015395;129;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 30-34) = DISTINCT;ITERATE FURTHER ON tumor-size = 30-34;irradiat;0.00687977142009819;0.0667278644015395;129;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.00687977142009819;0.0667278644015395;21;
INFER;Calculate Attribute Gain; ; ;;age;0.0252059529990863;0;21;
INFER;Select best attribute; ; ;;age;0.0252059529990863;0.0252059529990863;21;
INFER;Calculate Attribute Gain; ; ;;menopause;1.11022302462516E-16;0.0252059529990863;21;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.171454196169548;0.0252059529990863;21;
INFER;Select best attribute; ; ;;inv-nodes;0.171454196169548;0.171454196169548;21;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.029961451575747;0.171454196169548;21;
INFER;Calculate Attribute Gain; ; ;;breast;0.00344519851862735;0.171454196169548;21;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.227522623260367;0.171454196169548;21;
INFER;Select best attribute; ; ;;breast-quad;0.227522623260367;0.227522623260367;21;
